car_id,price,Kilometers,hp,Brand,age,Users,gas,CC,Weight,QuartTax,door,ind_red_YES,ind_Automatic_YES,ind_Owner_gender_F,ind_Sport_YES,ind_Metalilic_YES,Kilometers_miss,gas_miss,Weight_miss
593,19270,50680.0,90,3,13,1,403.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
394,17810,41340.0,90,3,15,1,420.51064684612294,1900,1189.3311201542085,160,4,1,1,0,1,0,0,1,1
2137,21260,36880.0,110,4,15,1,323.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1318,12370,35920.0,110,5,14,2,532.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
4608,12410,36500.0,90,5,15,1,615.0,2000,1195.0,160,4,0,0,0,1,0,0,0,0
749,20070,41110.0,110,4,16,1,526.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
1978,33650,46530.0,192,5,15,1,338.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
5213,19310,51740.0,110,4,15,1,388.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
1428,24950,46860.0,90,5,17,2,555.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
2024,18300,49210.0,90,5,15,1,398.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
182,32620,44370.0,192,4,15,1,356.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3272,12780,41530.0,192,2,15,1,470.0,2000,1189.3311201542085,160,4,0,0,0,1,0,0,0,1
3447,16240,112951.59803318992,90,4,15,1,362.0,1800,1170.0,100,4,1,1,0,0,0,1,0,0
4089,17290,49710.0,110,3,17,1,304.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
139,48720,48470.0,192,2,16,1,378.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
4110,63890,46440.0,192,6,15,1,351.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
4266,20660,40550.0,192,2,16,1,511.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
3500,56890,52050.0,192,4,15,1,357.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
2437,13490,52700.0,110,5,14,1,327.0,2200,1189.3311201542085,190,4,0,0,1,0,0,0,0,1
1936,12410,39840.0,110,4,14,2,451.0,1600,1189.3311201542085,100,2,0,0,0,1,0,0,0,1
1933,16390,35800.0,90,4,16,1,576.0,1800,1170.0,100,4,0,1,0,1,0,0,0,0
2134,30470,45960.0,110,6,17,2,555.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
4412,18490,51090.0,90,3,15,1,353.0,1800,1165.0,100,2,1,1,0,0,0,0,0,0
2198,22490,49250.0,192,3,14,1,426.0,1800,1170.0,100,4,0,1,0,1,0,0,0,0
2519,18560,112951.59803318992,90,6,14,1,594.0,1900,1170.0,120,4,0,1,0,1,0,1,0,0
1707,19330,50400.0,110,4,15,1,372.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
695,50320,54310.0,110,6,14,1,540.0,1900,1186.0,160,4,1,1,0,1,0,0,0,0
2533,19360,41630.0,110,4,15,1,420.51064684612294,2000,1195.0,160,4,0,1,1,0,0,0,1,0
847,8740,112951.59803318992,70,3,16,1,523.0,2200,1250.0,80,4,0,0,0,1,1,1,0,0
986,9650,45740.0,90,1,15,1,370.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
1085,23320,42910.0,110,6,16,1,479.0,2200,1250.0,80,4,1,1,0,1,1,0,0,0
2742,13840,49500.0,192,6,13,1,393.0,1900,1189.3311201542085,120,4,0,0,0,1,0,0,0,1
4251,13300,55390.0,110,5,16,1,391.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
2014,18330,42580.0,110,1,16,1,413.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
2989,14690,112951.59803318992,70,3,14,1,361.0,1900,1189.3311201542085,120,4,0,1,1,0,0,1,0,1
3285,14020,48560.0,90,1,16,1,393.0,1800,1165.0,100,2,0,1,0,0,0,0,0,0
3838,17990,44280.0,110,4,15,1,358.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
363,16540,51480.0,90,3,15,1,420.51064684612294,1800,1170.0,100,4,1,1,0,1,0,0,1,0
4816,16420,53740.0,110,5,17,1,420.51064684612294,2200,1195.0,190,4,0,1,1,0,0,0,1,0
1475,19500,41720.0,90,4,15,2,460.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
472,32810,54530.0,90,6,16,1,277.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1206,19460,55060.0,90,6,16,1,532.0,1900,1170.0,120,4,0,1,0,1,0,0,0,0
3775,9770,112951.59803318992,90,6,14,1,304.0,2000,1195.0,190,4,0,0,1,0,0,1,0,0
4337,19090,49360.0,110,4,14,1,331.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
4240,18670,42610.0,70,5,15,1,276.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
4716,11830,52520.0,110,2,15,1,532.0,1800,1170.0,100,4,1,0,0,1,0,0,0,0
1449,52630,50430.0,192,4,14,1,466.0,1800,1165.0,100,2,1,1,0,1,0,0,0,0
3923,17970,43410.0,70,1,17,1,420.51064684612294,1900,1195.0,160,4,0,1,0,1,0,0,1,0
3142,56090,41080.0,192,6,15,1,332.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
479,21730,38400.0,192,3,16,1,491.0,1900,1186.0,120,4,1,1,0,1,0,0,0,0
4012,15050,42250.0,192,5,17,1,326.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
4694,14150,37450.0,192,6,17,1,487.0,1800,1170.0,100,4,1,0,0,1,0,0,0,0
3707,44360,50980.0,192,5,17,2,328.0,1600,1189.3311201542085,100,2,0,1,0,0,0,0,0,1
5216,12770,53850.0,192,3,16,1,399.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
1758,12270,49940.0,192,1,16,1,334.0,2000,1195.0,160,4,1,0,1,0,0,0,0,0
526,18490,39990.0,70,4,17,1,487.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
2648,23050,40550.0,70,6,15,1,488.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
3324,13780,51450.0,192,2,16,1,490.0,2200,1195.0,210,4,0,0,0,1,0,0,0,0
1164,18360,44210.0,110,3,15,1,392.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
3633,19030,47480.0,192,2,16,1,363.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
4562,16670,47500.0,70,3,16,1,559.0,1900,1195.0,160,4,1,1,0,1,0,0,0,0
3164,12580,54950.0,192,3,16,2,429.0,1600,1165.0,100,2,1,0,0,1,0,0,0,0
4017,12660,50960.0,90,5,16,1,345.0,1900,1186.0,160,4,0,0,1,0,0,0,0,0
873,13930,112951.59803318992,90,4,16,1,347.0,2000,1195.0,160,4,0,1,1,0,0,1,0,0
2699,13400,47850.0,110,6,16,1,274.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
3627,14760,51520.0,192,4,16,1,435.0,2200,1195.0,190,4,0,0,0,1,0,0,0,0
4757,57420,39810.0,192,5,18,1,359.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
1965,15190,50080.0,110,2,14,1,420.51064684612294,1900,1186.0,120,4,0,1,1,0,0,0,1,0
4415,17280,41800.0,110,1,17,1,420.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
1274,14360,58430.0,192,6,17,1,435.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
2938,20280,58900.0,90,4,16,1,329.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
3467,16300,58540.0,110,1,16,1,343.0,1900,1189.3311201542085,120,4,0,1,0,0,0,0,0,1
2108,22720,58570.0,90,2,16,1,356.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4715,25140,57540.0,192,4,16,1,323.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
2353,39160,52330.0,110,5,16,1,365.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
4365,13450,54790.0,110,5,16,1,384.0,2200,1250.0,80,4,1,0,1,0,1,0,0,0
4571,69710,57310.0,192,6,16,1,430.0,1800,1165.0,100,2,0,1,0,0,0,0,0,0
4322,21460,56730.0,192,2,18,1,343.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
3139,55730,38620.0,192,4,17,1,400.0,1900,1186.0,160,4,1,1,1,0,0,0,0,0
1824,12300,112951.59803318992,192,4,17,1,385.0,2000,1189.3311201542085,160,4,0,0,1,0,0,1,0,1
4166,13190,47630.0,192,4,17,1,640.0,2000,1195.0,160,4,0,0,0,1,0,0,0,0
168,50390,57130.0,110,6,15,2,528.0,1600,1165.0,100,2,1,1,0,1,0,0,0,0
2467,13030,45150.0,90,5,16,1,517.0,2000,1195.0,190,4,0,0,0,1,0,0,0,0
5113,11620,47880.0,192,1,15,1,266.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
907,13990,39250.0,192,5,15,1,295.0,1900,1186.0,160,4,0,0,1,0,0,0,0,0
1669,16020,47610.0,70,2,15,2,388.0,1600,1165.0,100,2,1,1,0,0,0,0,0,0
2731,15440,60150.0,70,3,16,1,412.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
3975,36030,170720.0,110,6,14,1,372.0,2200,1250.0,80,4,0,1,0,0,1,0,0,0
4570,10710,112951.59803318992,90,6,17,1,381.0,1800,1170.0,100,4,0,0,0,0,0,1,0,0
4296,13170,54750.0,192,2,16,1,282.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
4153,20640,154700.0,110,4,17,1,379.0,2200,1250.0,270,4,0,1,0,0,1,0,0,0
1942,20190,59410.0,192,1,16,1,304.0,1900,1170.0,120,4,1,1,0,0,0,0,0,0
4686,18870,51470.0,192,2,17,1,605.0,1800,1165.0,100,4,1,1,0,1,0,0,0,0
1762,19590,56310.0,90,2,18,1,478.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
2151,20030,43580.0,110,5,18,2,652.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
2430,21000,57800.0,110,6,18,1,420.51064684612294,1900,1189.3311201542085,160,4,0,1,1,0,0,0,1,1
3772,21890,41840.0,192,4,16,1,455.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
451,35020,112951.59803318992,192,3,16,1,318.0,1900,1186.0,120,4,0,1,1,0,0,1,0,0
3128,13400,54570.0,192,5,16,2,513.0,1600,1189.3311201542085,100,2,0,0,0,1,0,0,0,1
3452,18540,57390.0,90,6,17,1,458.0,1900,1186.0,160,4,1,1,0,1,0,0,0,0
4513,18380,39960.0,192,2,17,1,316.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
2950,65070,58670.0,192,5,16,1,374.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
306,22510,42670.0,110,3,16,1,565.0,1900,1186.0,160,4,1,1,0,1,0,0,0,0
410,12480,45820.0,192,3,17,1,365.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
1363,11890,56280.0,110,3,17,1,349.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
4552,12470,51920.0,110,5,18,1,362.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
1605,10510,112951.59803318992,90,5,15,1,398.0,1900,1189.3311201542085,160,4,0,0,1,0,0,1,0,1
3011,13600,54590.0,90,5,17,1,357.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
2162,17270,60970.0,110,2,17,1,323.0,2000,1189.3311201542085,160,4,0,1,1,0,0,0,0,1
964,24260,49280.0,192,4,17,2,346.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
5239,12250,60450.0,110,3,17,1,342.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
950,11810,50040.0,90,1,16,1,323.0,1900,1170.0,120,4,0,0,0,0,0,0,0,0
5140,12830,45620.0,110,4,17,1,331.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
3034,12940,51750.0,192,3,17,1,476.0,1800,1170.0,120,4,1,0,0,1,0,0,0,0
966,13320,41870.0,110,4,16,1,505.0,1800,1170.0,100,4,0,0,0,1,0,0,0,0
4710,42220,43580.0,192,4,17,1,329.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1472,11030,40760.0,110,1,15,1,561.0,1900,1186.0,120,4,1,0,0,1,0,0,0,0
4502,17910,53730.0,90,3,17,1,309.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
3254,12240,62470.0,70,6,16,1,295.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
4792,15710,41620.0,70,1,16,1,312.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
3874,10950,50600.0,90,3,16,1,372.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
3361,11910,51910.0,70,4,16,1,355.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
1225,8450,112951.59803318992,90,2,18,1,534.0,1800,1170.0,120,4,0,0,0,1,0,1,0,0
4763,18600,45670.0,110,2,16,1,281.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
4073,12970,54820.0,110,5,18,1,313.0,2000,1189.3311201542085,190,4,0,0,1,0,0,0,0,1
1833,13580,53460.0,192,3,19,1,266.0,1900,1186.0,160,4,0,0,1,0,0,0,0,0
564,17710,63380.0,110,3,17,1,383.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
4304,15670,41270.0,110,1,17,1,378.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
2832,14910,173310.0,70,3,17,1,326.0,2200,1250.0,270,4,0,1,0,0,1,0,0,0
1447,12590,58130.0,110,4,16,1,334.0,1900,1186.0,160,4,0,0,1,0,0,0,0,0
2840,18140,64840.0,90,3,17,1,488.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
361,11350,53070.0,110,1,18,1,373.0,1900,1186.0,160,4,1,0,1,0,0,0,0,0
3789,18670,58840.0,110,2,19,1,381.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3313,14460,60150.0,90,1,17,1,559.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
852,10590,49180.0,110,1,16,1,569.0,2200,1195.0,190,4,1,0,0,1,0,0,0,0
